did,mid,name,year,gender,country
75280,9655,Joe Jackson,1954,1,England
9746,16158,Donny Hathaway,1945,1,United States
271897,52910,Booker Little,1938,1,United States
271898,31297,Abbey Lincoln,1930,2,United States
438304,396489,Christian Garros,1920,1,France
271911,371197,Lew Tabackin,1940,1,United States
271913,320464,Wally Richardson,1930,1,United States
566828,860300,Wallace Davenport,1925,1,United States
566829,1023278,Henderson Chambers,1908,1,United States
173615,700042,Bernard Vitet,1934,1,France
566834,971536,Sam Noto,1930,1,United States
9786,50908,Tony Allen,1940,1,Nigeria
108091,391338,Chris Hunter,1957,1,United Kingdom
6006336,1528620,Ill Considered,,,United Kingdom
271939,462035,Raul Rekow,1954,1,United States
632394,364820,Roy Paci,1969,1,Italy
599628,495623,Ida Kavafian,1952,2,Türkiye
304723,1632633,Evan Wilson,,1,United States
304727,1176743,Yosvany Terry,,1,Cuba
304729,602813,Mark Guiliana,1980,1,United States
4859483,1518075,Anna Högberg Attack,,,Sweden
304734,5336,Avishai Cohen,1970,1,Israel
4859484,1518074,Malin Wättring,1987,2,Sweden
304732,602164,Jeff Ballard,1963,1,United States
534115,1418747,Olivia de Prato,1983,2,United States
763492,1516651,Simon Segers,1983,1,Belgium
763493,1537910,Frederik Segers,,1,Belgium
304735,2501323,Anne Drummond,,2,United States
1451619,463151,Buck Jam Tonic,,,Japan
6137453,2305956,Marta Sofia Honer,,2,United States
1615472,1614307,Celso Brando,,1,Brazil
403074,1168519,Günter Kronberg,1926,1,Germany
239236,10293,Gustav Mahler,1860,1,Austria
566917,975655,Don Hammond,1917,1,United States
272014,486299,Red Callender,1916,1,United States
403086,483166,Tim Geelan,,1,United States
272016,144538,Duke Jordan,1922,1,Denmark
3417743,1272470,Brian Donohoe,,1,United States
403090,1655826,Oluyemi Thomas,,1,United States
272026,192066,Howard McGhee,1918,1,United States
1484445,1265971,Johannes Pennetzdorfer,,1,Germany
272030,2022483,Bill English,1925,1,United States
1484446,1689204,Sebastian Hägele,,1,Germany
75431,1600444,Knut Remond,1956,1,Berlin
501416,1157867,Dan K. Brown,,1,United Kingdom
730795,910267,Björn Inge,,1,Sweden
272054,305170,Ira Coleman,1956,1,United States
5940919,2178814,Andreas Hoem Røysum,,1,Norway
272056,305159,Larry Willis,1940,1,United States
337591,378913,Jerome Harris,1953,1,United States
337594,448330,Michael DiPasqua,1953,1,United States
337595,119480,The Bill Frisell Band,,,United States
337590,384499,Paul Motian Trio,,,United States
1746619,516535,Tal Wilkenfeld,1986,2,Australia
272055,305158,Ralph Peterson,1962,1,United States
337596,354166,Paul Motian Band,,,United States
272080,426128,Mike Clark,1946,1,United States
272081,426127,Paul Jackson,1947,1,United States
861904,1668988,Odd Ulleberg,1935,1,Norway
42708,77832,Evan Parker,1944,1,United Kingdom
108249,47912,Mike Patton,1968,1,United States
3974874,1174096,Manuel Mayr,1989,1,Austria
468700,2269018,Ma Gita,1944,2,Germany
9958,52405,Tommy Guerrero,1966,1,United States
1615606,1043436,Okan Ersan,1972,1,Cyprus
2074369,1353269,Anton Eger,1980,1,Copenhagen
42757,30692,Don Cherry,1936,1,United States
304901,125706,Joe Lee Wilson,1935,1,United Kingdom
464401,1129929,Armen Donelian,1950,1,United States
927501,931723,Melvyn Broiles,1929,1,United States
435981,148345,Wilbert Longmire,1940,1,United States
6596377,1509915,Signe Emmeluth,,2,Norway
304928,890689,Włodzimierz Nahorny,1941,1,Poland
403236,891481,Jesse Levine,1940,1,United States
239399,4542,Woody Herman,1913,1,United States
173865,322292,Steve Jordan,1957,1,United States
1910574,1049239,Marshall Gilkes,1978,1,United States
599873,1774317,N.A.D.M.A.,,,Italy
599875,1588741,Davide Mosconi,1941,1,Italy
370500,36764,Laura Nyro,1947,2,United States
370509,434772,Frank Laico,,1,United States
42831,276485,Terry Edwards,1960,1,United Kingdom
1222484,2457445,Danny Almark,,1,United Kingdom
10069,33322,David Sylvian,1958,1,United Kingdom
6399828,1797529,Paisiel,,,Portugal
10079,31296,Joe Henderson,1937,1,United States
75617,1590,Charlie Parker,1920,1,United States
10082,31845,Weather Report,1971,,United States
10081,129886,Bobby Lyle,1944,1,United States
2074469,1671918,M. Sage,1987,1,United States
763752,50735,Peter Brötzmann Trio,,,Germany
403310,240739,Rod Morgenstein,1953,1,United States
10095,34397,Oliver Nelson,1932,1,United States
403312,604647,Rudy Stevenson,1929,1,United States
10096,5325,Frank Wess,1922,1,United States
10097,31299,Betty Carter,1929,2,United States
403314,964417,Lisle Atkinson,1940,1,United States
337785,38647,James Carter,1969,1,United States
1451898,1220559,Bent Jædig,1935,1,Denmark
239482,189297,Ben Vida,,1,United States
2041726,1168138,Tobias Hoffmann,1982,1,Germany
403328,554848,Allen Sloan,,1,United States
1288067,911923,Victor Gould,,1,United States
1288069,621723,Leo Genovese,1979,1,Argentina
1288068,911901,Theresa Perez,,2,United States
239499,99287,Sal Salvador,1925,1,United States
173964,32618,Arthur H,1966,1,France
42895,200,Sinéad O’Connor,1966,2,Ireland
2303892,918958,Freddie Redd Quintet,,,United States
10135,69035,Leafcutter John,,1,United Kingdom
239523,390507,Simon Gardner,,1,United Kingdom
403366,202424,Dave LaRue,,1,Orlando
206759,621989,Doug Webb,1960,1,United States
1288110,729725,Fernando Lodeiro,,1,United States
829363,959906,Doug Purviance,1952,1,United States
370612,80021,Tony Rice,1951,1,United States
108475,31128,Greg Phillinganes,1956,1,United States
2664380,533484,The Clifford Brown–Max Roach Quintet,1954,,United States
10183,50902,Olli Ahvenlahti,1949,1,Finland
1910728,1139977,Early Mabuza,,1,South Africa
272332,1040494,近藤祥昭,,1,Japan
272333,967344,高良久美子,,2,Japan
305102,694703,Calo Scott,,,United States
305103,516445,Tommy Turrentine,1928,1,United States
239566,202838,Jef Gilson,1926,1,France
436183,2299682,Wallace McMillan,,1,United States
239576,940700,David Young,,1,United States
3450844,1489968,Patrick Shiroishi,,1,Los Angeles
665565,1012795,Nioka Workman,,2,United States
829406,546931,Clay Jenkins,1954,1,United States
305121,269603,Wally Buck,1948,1,United States
272355,880287,Machito and His Orchestra,,,United States
108527,142207,Gerard Presencer,1972,1,United Kingdom
10226,41851,カヒミ・カリィ,1968,2,Japan
305142,1042093,Richard Corsello,,1,United States
141308,2852,Gino Vannelli,1952,1,Canada
305161,195119,A.K. Salim,1922,1,United States
239628,538610,Irving Townsend,1920,1,United States
239629,437672,John Snyder,,1,United States
141326,539219,George Lewis,1952,1,United States
141327,298448,Martin Bisi,1961,1,United States
239631,1367105,Howard A. Roberts,1925,1,United States
239637,389892,David Baker,1945,1,United States
1714201,765465,Christiana Liberis,,2,United States
2795558,1660189,Kirsty Tickle,,2,Australia
665650,245794,Ted Nash,1922,1,United States
10290,8616,Lydia Lunch,1959,2,United States
272436,339448,Gregory Tardy,1966,1,United States
272437,372420,Chris Speed,1967,1,United States
10293,52342,Arto Lindsay,1953,1,United States
1189949,973507,Edgar Bateman,1929,1,United States
305215,546236,Jan Ptaszyn Wróblewski,1936,1,Poland
141386,125707,Edwin Birdsong,1941,1,United States
403532,449661,Jimmy Jackson,,1,United States
141390,459601,Philip Woo,,1,Japan
7350362,1869252,Nina Keith,,,Philadelphia
534618,246571,Takashi Ueno,,1,Japan
403551,1001715,Roland P. Young,,1,United States
338019,381700,Terry Adams,1948,1,United States
338022,181375,Stuff,1975,,United States
10346,35133,Gong,1966,,France
272493,99346,Mulgrew Miller,1955,1,United States
272499,39025,Terence Blanchard,1962,1,United States
370805,144226,Linda Sharrock,1947,2,United States
141429,197239,The Five Corners Quintet,,,Finland
10360,9303,Klaus Schulze,1947,1,Germany
10363,56190,Laraaji,1943,1,United States
370819,1588821,Michael D. Anderson,,1,United States
534658,1427285,大谷直樹,,1,Japan
534663,403426,工藤礼子,,2,Japan
75910,385655,Stephen W. Tayler,1953,1,United Kingdom
10378,193208,Ali Shaheed Muhammad,1970,1,United States
43152,376852,Paul Staveley O’Duffy,1963,1,United Kingdom
600218,705280,Braco Doblekar,1944,1,Slovenia
370846,986775,Oliver Johnson,1944,1,United States
5646495,1599306,Aquiles Navarro,,1,Harlem
305312,736396,David LeBolt,,1,United States
534687,1271431,ホアチョ,1957,1,Japan
633006,2336922,Eugene Ghee,,,United States
1190069,1309157,加藤崇之,1955,1,Japan
338103,294592,Anthony Pleeth,1948,1,United Kingdom
1419450,764353,Shabaka Hutchings,1984,1,United Kingdom
2468026,1331430,The 360 Degree Music Experience,1968,,United States
501954,753337,Sylvia St. James,,2,United States
338116,381953,Alan Barnes,1959,1,United Kingdom
1321157,145951,The Artistic Heritage Ensemble,1965,,Chicago
338118,437935,Wilfred Gibson,1945,1,United Kingdom
272583,298452,Kazunori Sugiyama,1950,1,United States
1583304,601943,Michael Kanan,,1,United States
403653,3407,The Pharaohs,1962,,United States
469199,998932,Karl Fruh,1914,1,United States
305364,1455538,Andrzej Przybielski,1944,1,Poland
272598,850790,Hannibal Marvin Peterson,1948,1,United States
108758,376699,Susan Rogers,1956,2,United States
272603,49988,Harry Miller,1941,1,South Africa
5482718,2242841,Samara Joy,1999,2,United States
305375,315770,Mike Lang,1941,1,United States
10464,5446,Tania Maria,1948,2,Brazil
10463,23552,Bobby Womack,1944,1,United States
633064,1018168,Jerry Hudgins,,1,United States
1812713,1199910,Mivos Quartet,2008,,United States
272635,287628,Shining,1999,,Norway
502017,1134937,Billy Mintz,1947,1,United States
76038,42489,İlhan Mimaroğlu,1926,1,Türkiye
76040,4759,Miriam Makeba,1932,2,South Africa
5220621,1900283,Brian Green,,1,Los Angeles
272655,192173,Al Grey,1925,1,United States
272656,277971,Jimmy Forrest,1920,1,United States
272653,257396,Bobby Plater,1914,1,United States
10514,36098,Archie Shepp,1937,1,United States
272659,486708,Sonny Cohn,1925,1,United States
272661,486711,Waymon Reed,1940,1,United States
272662,487021,Charlie Fowlkes,1916,1,United States
272664,486717,Eric Dixon,1930,1,United States
272665,486703,Freddie Green,1911,1,United States
272667,486971,Bobby Durham,1937,1,United States
338201,241894,Tete Montoliu,1933,1,Spain
1976601,1398635,Bert Dockx,1980,1,Belgium
10533,976,Dean Martin,1917,1,United States
272679,615236,Jimmie Smith,1938,1,United States
10529,3648,Henry Mancini,1924,1,United States
272685,36743,Eddie “Lockjaw” Davis,1922,1,United States
436526,372295,Michael Moore,1954,1,United States
10552,158830,Linda Lewis,1950,2,United Kingdom
239931,899232,Maggie Nicols,1948,2,United Kingdom
272706,399182,Ernst Reijseger,1954,1,Netherlands
764227,527003,Ed Kusby,,1,United States
764230,974481,Don Paladino,,1,United States
4696395,1324176,Jake Goldbas,,1,United States
239948,977970,Bart Maris,1965,1,Belgium
76111,80797,Pérez Prado,1916,1,Cuba
764240,907442,Sonny Russo,1929,1,United States
2926932,1920682,Masaru Imada Trio,,,Japan
305494,891301,Jonathan Finlayson,,1,United States
600406,953988,Dick Berk,1939,1,United States
10584,2390,Nina Simone,1933,2,United States
10582,20132,Gwen Guthrie,1950,2,United States
305496,1012798,Sean Rickman,1970,1,United States
1648987,1734006,Thibaut Remy,,1,United Kingdom
10587,173660,Doug Carn,1948,1,United States
10589,52108,Candido,1921,1,United States
10590,45843,Eddie Palmieri,1936,1,United States
108893,592878,Ronald Bell,1951,1,United States
1059171,407223,山本剛トリオ,1974,,Japan
272742,642815,Joe Malin,1921,1,United States
1583463,1606856,Cecil Taylor Quintet,,,United States
272745,385603,Max Pollikoff,1904,1,United States
272746,383613,Julien Barber,,1,United States
272747,853463,Ray Beckenstein,1923,1,United States
174447,49518,Steve Turre,1948,1,United States
338287,37273,Abdullah Ibrahim,1934,1,South Africa
272756,174840,Jimmy Owens,1943,1,United States
272758,1084047,David Schwartz,1916,1,United States
10616,14645,Jaco Pastorius,1951,1,United States
338297,47538,The Nels Cline Singers,,,United States
10620,6458,McCoy Tyner,1938,1,United States
338300,372561,G. E. Stinson,1949,1,United States
338296,59441,Leon Parker,1965,1,United States
600453,605195,Jeff Clayton,1954,1,United States
665991,561874,The Blue Mitchell Quintet,,,United States
764301,940017,Michał Miśkiewicz,1977,1,Poland
764313,397539,Sławomir Kurkiewicz,1975,1,Poland
2533785,1774596,Katharos XIII,2007,,Romania
272796,47942,Steve Lukather,1957,1,United States
5024155,2174242,Dan Wilson,,1,United States
5450142,1790616,Chelsea Carmichael,,2,London
600482,871527,Jake H. Concepcion,1936,1,Japan
371107,267101,Booty Wood,1919,1,United States
272819,608406,Melvin “Wah Wah” Watson,1950,1,United States
1026485,2112560,鈴木達也,,1,Japan
895422,920824,Bobby Battle,1944,1,United States
436670,1039596,Jason Adasiewicz,1977,1,United States
633282,624149,Jean-Charles Capon,1936,1,France
633330,316004,Steven Wood,,1,United States
862724,389695,Dick Noel,,1,United States
10775,149738,Jackie Rawe,,2,United Kingdom
4532760,1284822,Roots Magic,,,Italy
305695,892599,Peter Gallen,,1,United Kingdom
272929,175379,Joe Beck,1945,1,United States
272930,7655,Badal Roy,1939,1,Bangladesh
272931,290362,Sonny Morgan,1936,1,United States
1190437,147838,Tony Bizarro,1948,1,Brazil
76325,309154,Hugh Padgham,1955,1,United Kingdom
1157674,840734,Yochk’o Seffer,1939,1,France
1026603,1735137,Combo FH,1974,,Czechia
993834,357131,Joanie Bartels,1953,2,New Zealand
272946,5456,George Barnes,1921,1,United States
764472,1810580,Rene Damsbak,,1,Denmark
272955,186998,Bill Stewart,1966,1,United States
338494,150621,Wild Bill Davis,1918,1,United States
10819,148304,Eraldo Bernocchi,1963,1,Italy
4926025,1119536,Giuliano Modarelli,1977,1,Italy
174688,75947,Eyvind Kang,1971,1,United States
5778019,1545996,Ariwo,2015,,London
8670,33551,Freeez,1981,,United Kingdom
10860,76951,Alberto Baldan Bembo,1948,1,Italy
1550963,765776,Tom Barnes,,1,Australia
273013,70314,Anna Maria Jopek,1970,2,Poland
764553,173652,Nels Cline Trio,,,United States
141967,364991,Skúli Sverrisson,1966,1,Iceland
273040,232727,Ben Goldberg,1959,1,United States
2796186,2548837,斉藤不二雄,,1,Japan
174747,52080,Olu Dara,1941,1,United States
174748,32394,Sonny Sharrock,1940,1,United States
1223325,1162755,Damon Whittemore,,1,United States
174749,426515,Billy Bang,1947,1,United States
1026716,2567924,Anatoli Kohout,1946,1,Czechia
3091107,7673,Maleem Abdelah Ghania,,1,Morocco
371366,50841,Greg Howe,1963,1,United States
2468522,1132522,Alexander Sowinski,,1,Toronto
2468523,1132521,Chester Hansen,1992,1,Toronto
2468525,1132520,Matthew Tavares,,1,Toronto
2468526,835782,BADBADNOTGOOD,2010,,Canada
338608,406121,Joan La Barbara,1947,2,United States
338609,459797,Bruce Ditmas,1946,1,United States
338612,1424695,Roberto Miranda,,1,United States
4369076,1265899,Lukas Kranzelbinder,1988,1,Austria
338616,362763,Franco D'Andrea,1941,1,Italy
305844,15860,Béla Fleck,1958,1,United States
699068,2552584,Milton Kestenbaum,,1,United States
273086,344285,Hamid Drake,1955,1,United States
273087,379895,Carlos Niño,1977,1,United States
10945,66598,Bundy K. Brown,,1,United States
1321676,599920,mouse on the keys,2006,,Japan
142047,57588,Kenny Wheeler,1930,1,Canada
338661,967577,Charles Brackeen,1940,1,United States
338672,1087759,M'Boom,1970,,United States
338674,786488,Akua Dixon,1948,2,United States
338669,284602,Brother Ah,1934,1,United States
7777016,1959349,Zopp,,,United Kingdom
43786,186096,Richard Williams,1931,1,United States
338721,495513,Christian Martinez,,1,France
1911597,859686,Gonzalo Grau,,1,Venezuela
4631344,1279275,Braxton Cook,,1,United States
338737,882772,Clifford Jordan Quartet,,,United States
404276,404154,Adrian Lim-Klumpes,,1,Australia
305974,636924,Johnny Almond,1946,1,United Kingdom
174903,783802,Josh Abbey,,1,United States
1125177,189937,Lucia Micarelli,1983,2,United States
7777086,2388444,Caroline Joy Clarke,,2,United Kingdom
11072,36467,Natacha Atlas,1964,2,United Kingdom
273233,311646,12twelve,1998,,Spain
1583967,2347132,Tommaso Moretti,,1,Chicago
863075,698669,深町純,1946,1,Japan
404347,2262755,Robert Dawson,,1,United States
4041636,1295710,Marta Salogni,,2,London
797617,385998,Allison Miller,,2,United States
371641,489843,Jean‐Philippe Audin,1955,,France
5123016,1425303,Cory Wong,1985,1,Minneapolis
2894804,852787,The Aristocrats,2011,,United States
535524,146052,Lennie Niehaus,1929,1,United States
1059813,991475,Pierre Tiboum Guignon,,1,France
273394,94,John Williams,1932,1,United States
11254,141288,DJ Olive,1961,1,United States
470007,353310,Dave Eggar,1974,1,United States
76799,457992,Patrick Gleeson,,1,United States
1289215,479381,Marta Tennae,,,United States
273412,114682,David Lindley,1944,1,United States
732165,1545811,Bohuslav Volf,,,Czechia
732166,493495,Luboš Andršt,1948,1,Czechia
732167,1545820,Jiří Tomek,1949,1,Czechia
732168,1545825,Rudolf Ticháček,1943,1,Czechoslovakia
732169,1545827,Zdeněk Zahálka,,,Czechoslovakia
732171,2567920,Jan Vytrhlík,,1,Czechoslovakia
371724,118218,David Krakauer,1956,1,United States
273416,1057841,Roger Freeman,,1,United Kingdom
928794,502672,Jan Lundgren,1966,1,Sweden
863264,1548057,Kjell Haugen,,1,Norway
896032,1447309,Jaime Atenas,,1,Chile
338978,957369,Tom McIntosh,1927,1,United States
1190948,516322,Bill Plummer & The Cosmic Brotherhood,,,United States
896037,1447265,Jaime Vivanco,1960,1,Chile
863270,755173,Carl Magnus Neumann,1944,1,Norway
896040,1447263,Jorge Campos,1957,1,Chile
896043,57024,Congreso,1969,,Chile
896044,1140454,Pancho Sazo,1953,1,Chile
896045,1551681,Sergio “Tilo” González,1952,1,Chile
44081,118683,Dictaphone,2000,,Germany
